Cincinnati Tigers,CIN
DL,Bradford Donnally,34,2009,92,81,54,82,53,89,5.220000,2
DL,Ruben Mordaunt,31,2011,70,73,93,72,59,85,1.740000,1
DL,Kerry Malinchalk,30,2012,54,72,53,66,63,64,0.500000,1
DL,Fabian Febre,26,2016,75,60,50,56,69,69,0.500000,1
END_PLAYERS
Pittsburgh Irondogs,PIT
QB,Garry Dorsinville,23,2018,71,78,64,87,105,73,4.500000,2
QB,Jonathan Brunjes,33,2009,97,96,70,97,60,75,6.700000,3
RB,Nathan McKnight,20,2016,117,118,115,111,114,113,0.500000,18
RB,Damon Strope,25,2018,85,82,93,60,92,76,4.700000,3
RB,Maynard Golightly,32,2011,58,67,66,80,58,78,4.872000,2
RB,Matt Hwang,33,2008,70,84,97,90,58,55,2.436000,1
WR,Blake Bile,32,2010,97,98,63,84,89,94,6.500000,4
WR,Carroll Levick,27,2015,50,84,56,72,90,73,3.900000,2
WR,Robin Doub,32,2009,54,85,67,84,74,55,3.828000,1
WR,Billie Coen,22,2020,80,81,94,55,104,78,0.500000,2
WR,Marshall Canestrini,29,2012,67,86,58,69,66,80,2.610000,1
WR,Benny Rosboril,23,2019,86,83,82,63,64,92,0.500000,1
WR,Gerard Wienecke,31,2012,61,72,82,69,61,75,2.001000,1
OL,Grady Bredice,20,2017,107,105,95,100,107,109,0.700000,14
OL,Wesley Morones,22,2017,97,96,104,99,101,96,0.800000,13
OL,Nick Bogema,22,2017,100,100,95,102,99,100,0.700000,12
OL,Rick Trevor,21,2017,102,102,97,101,98,99,0.654000,13
OL,Tommy Huizar,22,2017,97,105,96,99,98,103,0.600000,15
OL,Percy Alderink,33,2008,101,99,103,97,100,98,0.900000,14
OL,Kristopher Kshywonis,25,2016,50,75,68,84,68,73,3.480000,1
OL,Nickolas Eurton,28,2014,93,83,73,63,92,98,2.800000,3
OL,Dick Lashure,32,2011,68,76,54,72,81,67,1.914000,1
OL,Romeo Colarusso,33,2010,87,78,53,66,78,80,2.000000,2
K,Jim Segerson,23,2020,86,62,96,86,76,48,0.800000,3
K,Milton Barndt,23,2020,96,75,68,69,66,83,0.500000,2
S,Abraham Gasbarro,25,2016,90,68,83,90,63,85,4.400000,2
S,Sterling Mckemie,28,2013,57,74,82,85,77,60,3.654000,1
CB,Douglas Hercules,29,2013,73,99,81,99,76,87,6.700000,3
CB,Alfred Canary,28,2014,87,65,57,82,81,83,4.000000,3
CB,Alonzo Cardinas,30,2011,96,89,60,83,92,69,3.480000,2
CB,Eddie Durdy,28,2014,88,84,62,73,101,65,3.100000,3
CB,Towers Kubick,24,2019,80,76,82,60,105,63,0.500000,1
CB,Bret Tornatore,24,2018,93,68,90,64,74,79,2.000000,3
CB,Ed Daigneault,21,2020,81,84,87,58,95,65,0.500000,2
CB,Johnathon Somrak,31,2010,75,87,74,71,52,79,1.653000,1
LB,Son Duerkson,31,2012,84,84,95,103,66,63,4.959000,2
LB,Josh Nadile,22,2019,83,79,80,79,100,91,2.700000,2
LB,Rodolfo Civitello,36,2006,77,94,88,97,59,52,3.000000,1
LB,Alberto Seamen,24,2018,88,62,80,91,53,67,3.500000,3
LB,Mason Eviston,21,2020,88,69,79,73,69,100,2.800000,3
LB,Omar Justino,32,2009,62,88,86,82,64,74,2.600000,3
LB,German Humphries,33,2009,78,96,75,70,70,68,1.450000,1
DL,Jasper Sutherlin,27,2015,87,86,87,99,78,76,6.900000,3
DL,Laverne Dunfee,22,2019,82,63,70,101,74,60,4.100000,3
DL,Jeffry Switalski,32,2010,83,98,64,88,74,91,4.200000,2
DL,Conrad Foscue,24,2018,99,65,99,81,78,100,3.400000,1
DL,Beckham Vaeza,33,2010,81,82,66,97,52,57,5.220000,2
DL,Dallas Belgrave,32,2011,91,90,53,78,78,81,2.900000,3
DL,Ken Brassard,30,2013,98,86,72,77,79,79,2.900000,2
DL,Mark Buckridge,22,2019,86,73,88,76,80,77,0.500000,1
DL,Albert Riebeling,24,2018,91,85,64,70,91,70,1.700000,1
DL,Irwin Birch,26,2017,69,70,102,71,82,63,1.740000,1
DL,Jesus Mccolpin,23,2020,82,74,93,62,70,61,0.500000,2
END_PLAYERS
Cleveland Mud,CLE
QB,Eric Landrus,26,2016,94,86,76,65,55,63,0.500000,1
QB,Wayne Harriet,28,2014,58,84,85,56,59,56,0.500000,1
RB,Carlo Keiger,33,2009,63,76,79,67,71,76,4.611000,1
RB,Felix Edlund,26,2016,61,67,97,63,65,67,0.500000,1
RB,Elliot Baldos,25,2017,57,81,83,57,68,58,0.500000,1
RB,Bobby Jurczak,31,2011,80,87,57,65,60,56,0.500000,1
WR,Ethan Komer,25,2018,82,59,86,82,71,64,1.200000,1
WR,Luther Brunkhorst,21,2020,100,73,91,81,52,80,0.500000,2
WR,Cody Grizzle,28,2013,73,81,83,66,71,85,2.784000,1
WR,Arthur Barte,26,2016,93,67,53,65,66,67,0.500000,1
WR,Ramiro Norsworthy,31,2011,71,86,77,68,57,66,0.500000,1
WR,Isaac Avers,23,2019,77,59,84,55,56,62,0.500000,1
OL,Wayne Christian,22,2019,78,83,61,70,78,82,0.500000,1
OL,Perry Nunn,32,2010,67,77,75,65,67,62,0.500000,1
OL,Bryce Hydzik,33,2009,73,104,96,64,63,64,0.500000,1
OL,Guy Bozard,22,2020,75,68,72,61,63,67,0.500000,1
OL,Wilfredo Europe,23,2019,93,81,66,58,66,67,0.500000,1
OL,Milton Waddick,22,2020,96,82,95,58,68,58,0.500000,1
OL,Trent Massee,22,2020,75,62,81,58,60,66,0.500000,1
OL,Keith Ditchfield,23,2019,53,61,79,63,57,55,0.500000,1
OL,Ryan Stephanski,28,2014,99,80,54,59,56,57,0.500000,1
OL,Gordon Hisel,33,2009,84,83,86,55,66,63,0.500000,1
K,Tyson Fekety,25,2017,74,87,83,76,87,66,2.100000,1
K,Owen Ruttan,30,2012,79,87,62,54,96,76,1.479000,1
K,Mauricio Miyazaki,26,2015,76,80,61,82,58,72,1.218000,1
S,Shannon Fugah,24,2018,81,65,77,62,61,68,0.500000,1
S,Dewayne Conover,28,2014,70,63,67,56,68,60,0.500000,1
CB,Art Lutfy,32,2009,54,90,54,83,84,50,3.828000,1
CB,Elbert Knueppel,23,2020,80,68,78,76,62,81,0.500000,2
CB,Davis Zeckzer,28,2015,82,64,57,74,85,58,1.740000,1
CB,Julian Dilillo,34,2008,79,70,59,82,66,58,3.219000,1
CB,Miles Sladky,27,2014,63,65,78,69,73,74,1.914000,1
CB,Norbert Burling,31,2011,60,66,101,55,67,58,0.500000,1
LB,Ryan Girillo,31,2011,94,69,52,96,82,71,4.524000,2
LB,Dirk Sferrazza,21,2020,51,68,81,93,68,93,4.300000,4
LB,Richard Parnes,33,2008,87,84,65,87,64,94,4.524000,1
LB,Sanford Formosa,29,2012,84,74,59,81,81,92,3.828000,2
LB,Peter Konik,23,2020,50,59,95,76,97,74,3.000000,3
LB,Will Gresl,23,2019,86,65,70,78,94,59,0.500000,1
LB,Theron Osbey,24,2019,82,67,84,75,67,80,0.500000,1
LB,Kerry Polashek,24,2019,89,73,101,67,75,68,0.500000,1
DL,Billy Kotch,22,2019,92,67,92,103,89,94,4.500000,3
DL,Mohammad Lupkin,25,2018,81,81,66,99,91,54,4.400000,2
DL,Ignacio Abbinanti,22,2020,62,83,92,90,57,69,1.100000,3
DL,Antoine Oland,24,2019,80,59,54,88,69,61,3.400000,2
DL,Bruce Stuckemeyer,23,2020,70,56,59,80,95,50,0.500000,2
DL,Larry Estel,23,2019,64,81,99,74,93,67,1.700000,2
DL,Matt Elshant,23,2018,56,79,60,70,86,85,3.100000,1
DL,Donovan Hockersmith,31,2012,68,89,94,87,67,49,2.436000,1
DL,Monty Alvirez,21,2020,83,70,80,85,48,69,0.500000,2
DL,Cleveland Azoulay,33,2008,50,89,98,88,53,48,2.871000,1
END_PLAYERS
New York Juice,NYJ
QB,Willard Suttee,32,2011,94,89,50,85,81,74,7.569000,1
QB,Wilson Hackathorn,24,2019,66,56,78,93,53,44,0.500000,1
RB,Darryl Galang,24,2019,97,69,78,79,82,86,3.800000,3
RB,Percy Zierden,23,2019,76,60,94,75,70,85,0.500000,1
RB,Van Creasman,23,2020,100,70,51,79,47,82,0.500000,2
RB,Ronnie Kub,24,2018,61,75,75,56,62,65,0.500000,1
WR,Ben Bobrowski,28,2014,85,67,73,102,86,68,4.785000,1
WR,Dalton Mway,21,2020,72,56,87,96,63,68,2.700000,3
WR,Justin Drewing,24,2019,66,75,81,79,91,69,2.200000,2
WR,Stacy Veroba,33,2008,76,74,80,84,56,81,4.089000,2
WR,Gustavo Hebert,29,2013,83,65,75,69,61,62,0.500000,1
WR,Elias Musinski,25,2017,50,66,62,64,66,63,0.500000,1
OL,Gonzalez Riina,28,2013,94,74,51,94,77,78,4.959000,1
OL,Alexis Dettra,34,2008,69,101,63,90,72,79,6.400000,3
OL,Marcel Efford,28,2014,67,70,52,78,84,93,3.480000,1
OL,Stephen Rynearson,33,2009,72,86,68,82,96,58,3.100000,1
OL,Norbert Cruice,27,2015,50,77,81,87,61,55,3.045000,1
OL,Darius Keo,29,2013,82,90,89,61,79,75,0.750000,1
OL,Basil Kasack,25,2017,85,78,80,66,67,68,0.500000,1
OL,Ruben Nauer,27,2015,72,80,85,66,65,66,0.500000,1
OL,Stefan Renwick,26,2016,58,73,50,63,56,67,0.500000,1
OL,Harold Avans,32,2010,50,66,86,72,53,44,1.479000,1
K,Glen Kosmicki,22,2020,96,65,64,87,75,70,0.600000,3
K,Derrick Yaws,23,2019,67,78,73,96,49,47,0.500000,2
S,Dexter Jahosky,33,2010,82,89,50,68,83,74,3.219000,1
S,Trevor Gabbert,25,2018,58,82,68,78,57,61,0.500000,1
CB,Charles Argumedo,31,2012,50,74,69,89,83,64,3.828000,2
CB,Earnest Skeesick,32,2010,63,99,77,64,100,78,1.750000,1
CB,Dominic Kholodivker,24,2019,67,82,92,62,90,61,0.500000,1
CB,Loyd Ravitz,24,2019,80,56,65,57,83,71,0.500000,1
CB,Paul Brunskill,24,2018,92,65,66,61,58,69,0.500000,1
CB,Louis Schamber,33,2009,67,80,80,55,59,62,0.500000,1
LB,Roy Flori,28,2013,60,67,58,84,65,101,5.220000,1
LB,Gonzalo Burtis,22,2020,50,60,95,83,68,76,4.100000,4
LB,Jess Bela,23,2020,100,77,56,75,78,83,0.500000,2
LB,Fred Birts,21,2020,63,74,58,78,66,49,0.500000,2
LB,Bobby Devitt,33,2009,64,95,73,62,63,68,0.500000,1
LB,Marcel Purdon,30,2012,54,81,93,64,55,60,0.500000,1
DL,Sidney Benziger,36,2005,95,104,77,97,75,71,6.003000,1
DL,Jaime Oslin,24,2018,52,77,57,82,79,80,3.700000,2
DL,Federico Gendron,23,2018,78,85,64,68,93,102,2.200000,1
DL,Umar Purdom,23,2020,50,77,76,71,70,89,0.500000,2
DL,Vern Hocker,23,2019,63,73,84,67,69,69,0.500000,1
DL,Vashan Bairam,33,2009,64,91,90,62,61,66,0.500000,1
DL,Evan Howerter,31,2011,50,70,51,57,69,56,0.500000,1
DL,Edmund Shark,28,2014,50,80,54,55,55,64,0.500000,1
END_PLAYERS
Buffalo Bison,BUF
QB,Scott Grisson,23,2018,93,83,89,74,103,66,3.900000,2
QB,Kobe Corman,27,2015,81,81,79,64,64,63,0.500000,1
RB,Jeffry Palas,22,2020,70,57,74,101,68,83,4.000000,4
RB,Bobby Froman,26,2016,92,71,51,83,67,95,4.350000,1
RB,Jared Surwillo,31,2011,94,81,58,78,80,80,4.872000,2
RB,Silas Starks,33,2010,85,82,60,83,76,57,3.393000,1
WR,Dwight Demuzio,24,2019,54,61,55,96,81,80,4.300000,3
WR,Derek Storbeck,24,2019,67,74,50,88,74,78,3.000000,2
WR,Andres Issler,31,2011,80,78,73,71,83,101,4.350000,1
WR,Wendell Lazzar,21,2020,50,84,92,85,69,83,2.500000,3
WR,Edmond Callington,26,2016,92,70,86,78,80,72,3.393000,1
WR,Towers Bickley,25,2017,89,91,80,71,94,66,1.400000,1
WR,Zachary Waltho,22,2020,63,64,72,68,76,81,0.500000,2
WR,Damien Betters,22,2019,57,82,77,64,74,89,1.000000,2
OL,James Barners,25,2017,99,87,68,87,85,87,6.700000,3
OL,Daryl Auger,31,2010,52,69,86,90,78,65,4.524000,1
OL,Sylvester Aldrege,23,2019,54,56,79,78,70,90,0.500000,1
OL,Peter Conran,31,2012,95,82,83,76,77,75,2.436000,1
OL,Carlton Willig,25,2018,56,67,50,69,76,68,0.500000,1
OL,Nolan Espitia,24,2019,50,83,83,54,104,85,0.500000,1
OL,Greg Woolems,22,2020,97,73,96,69,56,59,0.500000,1
OL,Tim Santmier,27,2015,82,62,95,63,64,66,0.500000,1
OL,Thomas Willies,29,2013,63,65,94,64,56,63,0.500000,1
OL,Thomas Sapien,24,2018,96,75,58,56,58,55,0.500000,1
K,Joe Knapke,22,2019,79,83,57,80,71,87,0.500000,1
K,Arthur Siwiec,22,2020,63,61,81,87,62,75,0.500000,2
S,Bill Haese,22,2020,61,62,55,74,88,70,0.500000,3
S,Kris Hoerig,21,2020,60,61,62,66,88,72,0.500000,2
CB,Andy Miyasaka,33,2008,90,85,60,95,68,75,5.700000,3
CB,Gene Guley,29,2013,93,67,101,98,67,61,3.219000,2
CB,Booker Kelchner,23,2018,63,60,57,86,57,94,2.500000,1
CB,August Rackow,31,2011,68,95,58,81,59,75,2.400000,1
CB,Guadalupe Caryk,29,2014,66,73,89,53,80,87,1.653000,1
CB,Rob Manna,28,2014,91,87,80,59,69,58,0.500000,1
LB,Trenton Orser,30,2011,99,88,63,102,87,81,5.829000,1
LB,Booker Charnoski,26,2015,75,70,96,99,66,81,4.524000,1
LB,Antonio Weder,22,2019,58,71,65,74,30,72,0.500000,1
LB,Rafael Lembke,23,2020,98,66,96,57,57,87,0.500000,2
LB,Weldon Rybacki,27,2015,89,79,79,59,65,58,0.500000,1
LB,Denver Dubreuil,25,2017,71,75,60,58,56,58,0.500000,1
DL,Brady Tatro,31,2011,81,98,81,80,86,96,4.400000,2
DL,Dick Pajtas,28,2015,88,87,59,78,73,81,2.523000,1
DL,Peter Grassie,29,2014,98,80,56,77,96,56,2.088000,1
DL,Marion Frump,24,2017,71,79,50,70,89,73,2.262000,1
DL,Leonel Campanella,29,2014,88,77,50,72,67,70,1.740000,1
DL,Gareth Carcano,30,2012,90,79,75,66,65,55,0.500000,1
DL,Lowell Angelson,28,2014,56,63,52,59,64,64,0.500000,1
DL,Adan Pokora,22,2020,64,74,81,56,61,62,0.500000,1
END_PLAYERS
New England Redcoats,NE
QB,Tommie Monica,29,2012,77,66,98,81,73,93,7.134000,1
QB,Casey Salus,22,2019,77,58,79,74,59,82,0.500000,1
RB,Cameron Stanzione,23,2018,72,86,76,91,82,60,0.500000,1
RB,Seth Bethell,30,2013,55,59,105,75,62,91,4.872000,1
RB,Rick Fosburgh,27,2015,81,93,66,89,61,61,1.150000,1
RB,Don Kostenko,33,2009,77,103,50,57,67,55,0.500000,1
WR,Claude Scarles,32,2009,96,88,78,93,88,77,6.177000,2
WR,Thor Withington,24,2019,95,70,83,77,98,69,2.700000,2
WR,Laverne Krug,32,2009,93,78,83,71,84,95,4.350000,1
WR,Arron Claros,22,2020,91,76,93,70,66,65,0.500000,2
WR,Craig Bethke,25,2017,66,60,88,63,61,56,0.500000,1
WR,Jason Quashnock,24,2018,92,64,60,59,62,56,0.500000,1
OL,Lance Baiera,29,2013,59,78,77,106,72,58,5.829000,1
OL,Mathew Chrisler,25,2018,98,81,60,79,85,87,2.300000,1
OL,Joseph Szydlowski,23,2019,89,61,50,78,76,71,0.500000,1
OL,Adan Rosch,26,2017,73,78,57,74,95,56,2.262000,1
OL,Kurtis Malin,21,2020,70,71,90,79,70,64,0.500000,2
OL,Harold Juenger,24,2019,62,60,64,81,54,68,0.500000,1
OL,Troy Joo,22,2020,67,82,59,76,77,44,0.500000,2
OL,Tony Biesenthal,25,2017,88,71,71,67,59,56,0.500000,1
OL,Cliff Dopita,27,2015,50,84,69,57,69,60,0.500000,1
OL,Domingo Fredell,25,2017,97,75,61,55,56,68,0.500000,1
K,Robby Trupiano,24,2019,94,58,57,80,76,84,0.600000,2
K,Draymond Ahlin,28,2013,83,92,94,72,77,60,1.566000,1
S,Myron Soltani,32,2010,72,93,86,99,99,79,10.000000,3
S,Gus Murata,30,2012,67,63,98,60,63,66,0.500000,1
CB,Stuart Soffer,22,2019,57,65,101,95,85,86,4.100000,3
CB,Reggie Laurino,30,2012,68,97,85,82,85,75,3.300000,1
CB,Wilfredo Nangle,21,2020,53,81,70,69,92,76,0.500000,3
CB,Deon Mannan,22,2020,50,82,50,64,79,83,0.500000,2
CB,Robbie Dipierro,28,2014,89,88,84,60,68,67,0.500000,1
CB,Clark Valdes,26,2016,74,79,95,69,55,59,0.500000,1
LB,Morgan Bruen,29,2012,58,72,73,104,63,86,6.699000,2
LB,Lucas Jardell,24,2018,60,85,50,86,68,101,3.900000,2
LB,Rex Shallenberger,32,2009,99,94,66,91,47,101,3.828000,2
LB,Loren Labrum,31,2011,78,71,104,91,71,70,3.654000,1
LB,Angelo Domingue,22,2020,87,58,87,80,80,70,1.900000,3
LB,Hal Militano,29,2013,67,83,64,60,59,58,0.500000,1
DL,Clifford Sotiriou,22,2020,67,65,80,88,66,83,3.600000,4
DL,Alexander Gaves,25,2016,76,63,94,88,78,64,3.219000,1
DL,Michel Pasqual,27,2016,69,64,80,84,88,55,2.523000,1
DL,Hans Bielefeld,25,2017,52,58,74,82,71,81,3.480000,1
DL,Royce Gillings,22,2019,59,78,69,66,79,104,0.500000,1
DL,Vito Simeona,33,2009,50,78,70,67,63,60,0.500000,1
DL,Roderick Latif,30,2012,71,66,65,60,58,55,0.500000,1
DL,Esteban Czarniecki,26,2016,67,68,72,57,59,59,0.500000,1
END_PLAYERS
Miami Pitbulls,MIA
QB,Isidro Groch,32,2010,60,84,83,62,83,92,7.569000,1
QB,Benito Scheider,23,2019,50,78,68,71,76,64,0.500000,1
RB,Terry Helvey,21,2020,99,78,95,95,59,101,4.500000,4
RB,Jeremy Normand,30,2012,79,82,78,82,72,94,3.150000,1
RB,Dean Burdess,23,2020,86,84,89,68,67,90,0.500000,2
RB,Ignacio Batters,21,2020,76,79,58,92,61,67,0.500000,2
WR,Carlos Sokorai,23,2019,80,59,91,85,61,79,0.500000,1
WR,Brady Alosta,23,2020,66,60,86,62,102,69,0.500000,2
WR,Drake Wangstad,25,2018,50,74,64,83,72,57,1.800000,1
WR,Tupac Masloski,25,2017,63,76,79,63,67,69,0.500000,1
WR,Maurice Heim,25,2017,58,78,92,65,59,65,0.500000,1
WR,Armand Scaglione,32,2010,62,80,70,59,57,55,0.500000,1
OL,Julio Uttech,33,2009,71,91,86,87,66,72,2.100000,1
OL,Avery Mastriano,24,2018,77,62,93,89,71,46,0.500000,1
OL,Wayne Guijarro,23,2020,91,67,54,78,71,71,3.400000,3
OL,Manuel Valdespino,22,2019,73,61,76,81,76,47,0.500000,1
OL,Christopher Montrella,23,2019,64,74,55,63,68,68,0.500000,1
OL,Leroy Thornberg,27,2015,72,68,79,63,62,69,0.500000,1
OL,Luther Tasto,25,2017,83,83,66,64,63,60,0.500000,1
OL,Jefferson Uriegas,31,2011,71,77,58,66,57,63,0.500000,1
OL,Kim Lucksom,22,2020,90,63,51,60,56,63,0.500000,1
OL,Trenton Dubre,23,2019,55,57,79,57,67,57,0.500000,1
K,Gerard Faith,29,2013,55,74,79,67,60,61,0.500000,1
K,Adrian Jentzen,25,2017,68,81,76,56,66,61,0.500000,1
S,Adolfo Dolbin,24,2019,79,67,75,85,71,92,3.100000,2
S,Perry Hunneyman,26,2016,81,60,72,58,59,63,0.500000,1
CB,Julian Capelo,27,2014,64,74,64,96,77,61,4.959000,2
CB,Curt Weltmer,25,2016,57,77,54,94,67,69,3.828000,1
CB,Javan Hotz,30,2011,71,92,75,70,77,83,1.914000,1
CB,Oscar Strausz,29,2013,69,82,74,72,69,69,0.950000,1
CB,George Poppo,25,2017,84,82,53,66,59,69,0.500000,1
CB,Thurman Marsingill,27,2015,54,61,94,57,60,56,0.500000,1
LB,Monty Anciso,33,2008,90,99,78,95,72,106,6.264000,1
LB,Henry Deuel,24,2019,91,63,58,84,74,73,1.200000,2
LB,Taylor Urbanek,29,2013,87,92,96,75,51,86,1.200000,1
LB,Norris Hartsock,24,2018,50,64,82,69,68,61,0.500000,1
LB,Reginald Levey,24,2018,81,80,100,63,58,64,0.500000,1
LB,Jamie Treen,32,2010,51,70,50,56,69,67,0.500000,1
DL,Danny Menne,23,2019,75,71,55,99,74,73,4.300000,3
DL,Otto Waymon,24,2018,73,74,77,87,70,102,3.500000,2
DL,Herman Esmond,23,2020,71,75,69,77,82,91,1.700000,3
DL,Gregory Tallman,26,2016,78,90,81,72,63,106,1.100000,1
DL,Tyrone Charlesworth,21,2020,60,67,72,72,64,65,0.500000,2
DL,Steven Lilla,33,2008,86,69,69,81,66,33,2.088000,1
DL,Elvis Bresnan,22,2019,59,72,94,68,60,78,0.500000,1
DL,Walter Offermann,32,2010,75,73,51,65,61,60,0.500000,1
END_PLAYERS
Tennessee Monsters,TEN
QB,Bernardo Hilding,21,2020,50,75,69,85,71,81,0.600000,3
QB,Cornell Hesse,36,2006,76,92,70,75,77,76,8.700000,2
